C1,C2,C3,C4,C5,C6,C7,C8,N1,N2,N3,N4,N7,N8,N9,N10,N10.1,N11,N12,N14,N15,N16,N17,N18,N19,N21,N22,N23,N24,N33,N35,Dependent_Variable
1,1,6,1,2,False,4,True,11.5,8.0,3.2,17.0,27.0,11,528,0.0,0.0,7.0,0.0,2.0,0.0,0.0,19522.0,0.67,9227.0,0.95,0.0,52.0,3678.166667,120.0,15.0,0
2,1,7,10,1,True,2,True,16.99,3.0,3.5,12.0,28.0,10,961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44962.0,0.93,3105.0,1.0,0.0,68.0,6208.333333,300.0,20.0,1
1,1,2,15,2,True,1,True,23.0,15.0,3.2,18.0,49.0,13,2203,0.0,7.0,13.0,0.0,0.0,0.0,0.0,145245.0,0.96,5504.0,1.0,1.0,50.0,11333.33333,20.0,22.0,1
1,1,23,10,1,True,2,True,18.99,142.0,3.4,5.0,25.0,2,156,0.0,2.0,3.0,0.0,7.0,1.0,0.0,5082.0,0.92,418.0,0.73,0.0,14.0,4333.333333,80.0,20.0,0
1,0,0,31,0,False,0,True,23.75,,2.5,,7.0,0,0,1.0,2.0,,,0.0,0.0,,,,,,,25.916,3333.333333,24.0,15.0,0
1,0,0,35,2,False,7,True,29.0,70.0,3.1,4.0,10.0,2,26,1.0,0.0,3.0,97.0,0.0,0.0,0.0,301.0,0.24,949.0,0.44,0.0,44.0,5428.833333,120.0,13.0,0
1,1,30,1,1,False,4,True,31.77,60.0,3.3,12.0,18.0,11,400,0.0,1.0,10.0,0.0,0.0,3.0,0.0,9667.0,0.59,5258.0,0.94,1.0,50.0,3333.333333,80.0,14.0,0
1,0,7,16,2,False,4,True,11.0,0.0,3.7,9.0,11.0,3,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,329.0,0.03,10171.0,0.9,1.0,102.0,2500.0,82.0,15.0,0
1,3,12,1,1,False,4,True,25.99,1.0,3.4,3.0,8.0,3,71,0.0,0.0,2.0,0.0,6.0,11.0,3.0,1657.0,0.67,793.0,1.0,0.0,18.0,4000.0,150.0,9.0,1
1,3,23,27,2,False,2,True,6.6,7.0,3.8,4.0,6.0,4,125,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1614.0,0.04,37686.0,1.0,1.0,6.0,5875.0,50.0,13.0,0
1,0,7,10,2,True,1,True,7.0,36.0,4.2,9.0,27.0,5,35,0.0,4.0,6.0,0.0,1.0,0.0,0.0,645.0,0.0,1500.0,0.81,2.0,18.0,21666.66667,20.0,17.0,0
1,1,2,1,1,False,4,True,15.59,65.0,3.7,8.0,30.0,7,146,1.0,2.0,9.0,0.0,20.0,1.0,0.0,3328.0,0.08,33344.0,0.7,1.0,76.0,2800.0,200.0,16.0,0
1,0,0,19,0,False,0,True,17.5,,2.4,,11.0,0,0,6.0,3.0,14.0,,0.0,0.0,,,,,,,68.0,106.666667,20.0,11.0,1
1,4,1,1,7,False,1,True,5.0,88.0,4.1,9.0,29.0,7,185,0.0,0.0,2.0,0.0,0.0,0.0,0.0,280.0,0.0,167420.0,1.0,0.0,4.0,10000.0,20.0,37.0,0
1,1,1,1,1,True,2,True,8.54,147.0,4.2,9.0,19.0,7,207,0.0,2.0,3.0,0.0,0.0,0.0,0.0,11642.0,0.21,41436.0,1.0,1.0,16.0,6000.0,158.0,18.0,0
1,0,2,1,4,False,4,True,28.0,0.0,2.9,11.0,23.0,9,378,0.0,5.0,13.0,0.0,0.0,0.0,0.0,10094.0,0.89,1139.0,0.8,1.0,84.0,2441.5,200.0,31.0,1
1,1,16,40,1,True,2,True,31.77,19.0,3.7,12.0,45.0,8,298,0.0,1.0,6.0,0.0,0.0,4.0,0.0,7481.0,0.97,218.0,1.0,2.0,48.0,4666.666667,80.0,16.0,0
1,0,0,42,2,True,1,True,17.0,407.0,3.3,22.0,41.0,15,1958,0.0,7.0,26.0,0.0,0.0,2.0,0.0,64204.0,0.92,4668.0,1.0,2.0,76.0,9000.0,140.0,16.0,0
1,0,2,10,2,False,4,True,17.59,1.0,3.0,2.0,2.0,2,16,0.0,1.0,2.0,0.0,0.0,0.0,0.0,383.0,0.0,0.0,1.0,1.0,18.0,2200.0,100.0,8.0,0
1,0,2,1,0,False,0,True,20.0,,3.0,,29.0,2,34,2.0,0.0,7.0,,9.0,1.0,,,,,,,30.0,2083.333333,51.0,21.0,0
1,0,5,31,0,False,0,True,26.0,,2.6,,4.0,0,0,0.0,1.0,,,1.0,0.0,,,,,,,12.0,2083.333333,64.0,10.0,1
1,2,10,41,2,True,1,True,13.8,58.0,3.5,11.0,49.0,5,661,5.0,0.0,1.0,223.0,1.0,0.0,0.0,24036.0,0.93,1494.0,0.6,0.0,36.0,10000.0,80.0,24.0,0
1,3,8,30,2,True,6,True,9.45,41.0,4.3,8.0,20.0,4,83,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4205.0,0.07,48595.0,1.0,0.0,26.0,6333.333333,300.0,19.0,0
1,0,20,32,2,False,2,True,11.5,3.0,3.4,11.0,19.0,6,133,0.0,2.0,5.0,0.0,0.0,0.0,0.0,5074.0,0.43,2713.0,1.0,2.0,60.0,4166.666667,120.0,12.0,1
1,1,9,7,2,True,4,True,14.65,41.0,3.6,8.0,33.0,4,293,0.0,4.0,15.0,0.0,1.0,0.0,0.0,8592.0,0.87,691.0,0.93,1.0,86.0,3394.333333,65.0,20.0,1
1,3,6,2,4,True,1,False,31.77,95.0,3.6,7.0,34.0,5,323,0.0,2.0,6.0,0.0,15.0,1.0,0.0,26710.0,0.5,25820.0,0.83,0.0,,10416.66667,80.0,23.0,0
1,19,3,1,1,True,4,True,10.89,219.0,3.4,12.0,49.0,14,192,0.0,3.0,10.0,0.0,16.0,1.0,0.0,1066.0,0.06,12622.0,0.78,0.0,16.0,3500.0,40.0,24.0,0
1,2,20,30,2,True,2,True,25.74,202.0,3.0,17.0,25.0,13,714,0.0,2.0,8.0,0.0,0.0,0.0,0.0,35519.0,0.69,13915.0,1.0,3.0,62.0,4250.0,40.0,33.0,1
1,7,17,38,1,False,4,True,34.35,34.0,3.4,5.0,22.0,5,133,3.0,1.0,5.0,11725.0,4.0,1.0,0.0,2195.0,0.52,816.0,0.83,2.0,18.0,2916.666667,60.0,23.0,0
1,0,4,1,0,True,0,True,20.0,,2.6,,12.0,2,45,3.0,21.0,41.0,,2.0,8.0,,,,,,,24.0,2400.0,20.0,18.0,1
1,13,19,1,1,True,6,True,30.06,17.0,3.1,21.0,46.0,14,1097,0.0,4.0,6.0,0.0,0.0,0.0,0.0,25060.0,0.61,11236.0,1.0,2.0,84.0,7083.333333,40.0,20.0,1
1,1,7,13,2,True,6,True,11.92,362.0,3.9,8.0,28.0,5,249,0.0,4.0,5.0,0.0,0.0,0.0,0.0,13896.0,0.43,18354.0,1.0,3.0,26.0,7825.0,260.0,27.0,0
1,0,3,1,2,True,4,True,12.0,367.0,3.7,8.0,21.0,4,79,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3502.0,0.41,4998.0,0.95,2.0,32.0,3750.0,40.0,20.0,0
1,0,0,0,4,True,6,True,27.0,197.0,2.9,8.0,34.0,2,20,2.0,3.0,5.0,2512.0,6.0,0.0,0.0,144.0,0.0,0.0,0.41,1.0,44.0,8166.666667,70.0,25.0,1
1,0,24,1,2,False,4,True,21.84,30.0,3.1,8.0,22.0,6,102,7.0,8.0,16.0,1227.0,0.0,2.0,0.0,2462.0,0.57,1788.0,0.57,3.0,32.0,3583.333333,100.0,17.0,1
1,7,2,41,2,False,6,True,30.0,31.0,3.2,8.0,15.0,6,409,0.0,0.0,9.0,0.0,0.0,0.0,0.0,12602.0,0.68,5898.0,1.0,0.0,36.0,6875.0,70.0,11.0,0
1,0,0,41,2,True,2,True,9.9,5.0,3.5,18.0,32.0,5,203,1.0,4.0,20.0,29.0,0.0,0.0,0.0,3036.0,0.0,3228.0,0.8,3.0,14.0,5000.0,99.0,18.0,0
2,1,16,1,1,False,4,True,14.19,110.0,3.6,9.0,32.0,9,150,1.0,0.0,3.0,640.0,6.0,0.0,0.0,629.0,0.15,1095.0,0.76,1.0,56.0,2833.333333,190.0,13.0,1
1,15,1,19,1,True,4,True,31.77,149.0,3.3,12.0,23.0,8,372,0.0,0.0,6.0,0.0,0.0,0.0,0.0,9978.0,0.89,738.0,0.78,0.0,52.0,3500.0,60.0,12.0,1
2,6,10,1,1,False,7,True,29.97,16.0,3.6,4.0,15.0,4,251,6.0,1.0,2.0,652.0,0.0,0.0,0.0,430.0,0.05,7675.0,0.53,1.0,40.0,2000.0,90.0,9.0,1
1,1,1,1,7,True,2,True,7.1,128.0,3.8,14.0,43.0,11,733,0.0,1.0,2.0,0.0,0.0,0.0,0.0,26170.0,0.48,28171.0,0.97,1.0,50.0,5250.0,60.0,27.0,0
1,6,16,45,1,False,7,True,31.27,61.0,3.3,1.0,6.0,1,15,0.0,1.0,3.0,0.0,0.0,0.0,0.0,114.0,0.07,1386.0,1.0,1.0,38.0,1583.333333,80.0,7.0,1
1,7,12,9,2,True,2,True,8.3,54.0,3.7,9.0,19.0,5,130,0.0,3.0,14.0,0.0,0.0,0.0,0.0,558.0,0.0,8045.0,0.94,3.0,50.0,4583.333333,100.0,42.0,0
1,1,30,19,1,False,7,True,20.49,19.0,3.3,5.0,11.0,3,108,2.0,1.0,1.0,120.0,4.0,0.0,0.0,3017.0,0.16,12391.0,0.81,1.0,32.0,2000.0,60.0,12.0,1
1,3,23,1,2,True,2,True,13.5,60.0,3.7,6.0,8.0,4,82,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3502.0,0.61,2126.0,1.0,3.0,44.0,4166.666667,400.0,19.0,0
1,1,11,16,2,False,4,True,19.9,24.0,3.3,12.0,27.0,7,398,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8630.0,0.55,6109.0,0.82,1.0,58.0,3416.666667,60.0,16.0,0
1,7,5,1,4,True,1,False,10.0,152.0,3.9,21.0,33.0,18,1125,0.0,1.0,2.0,0.0,0.0,0.0,0.0,41743.0,0.35,77007.0,1.0,2.0,,8333.333333,100.0,15.0,0
1,0,0,2,0,False,0,True,29.0,,2.8,,42.0,5,68,3.0,8.0,19.0,,4.0,1.0,,,,,,,24.0,9083.333333,51.0,26.0,1
1,1,23,29,2,True,2,True,30.99,139.0,3.2,11.0,56.0,6,818,1.0,2.0,2.0,600.0,0.0,0.0,0.0,33667.0,0.65,13837.0,0.92,1.0,110.0,4191.666667,150.0,23.0,1
1,3,7,1,2,False,4,True,18.0,8.0,3.0,5.0,9.0,3,22,0.0,3.0,14.0,0.0,0.0,0.0,0.0,844.0,0.47,729.0,1.0,1.0,32.0,2500.0,20.0,8.0,0
1,0,0,1,2,True,2,True,15.47,36.0,3.3,15.0,33.0,11,723,0.0,3.0,13.0,0.0,0.0,0.0,0.0,14626.0,0.61,7897.0,1.0,2.0,54.0,3623.833333,190.0,20.0,0
1,1,20,33,1,True,1,True,17.99,177.0,3.7,21.0,68.0,17,2443,0.0,0.0,6.0,0.0,0.0,0.0,0.0,94657.0,0.77,27057.0,1.0,0.0,54.0,25833.33333,300.0,29.0,0
1,6,16,37,2,True,4,True,35.0,246.0,3.6,2.0,26.0,1,17,3.0,4.0,6.0,1431.0,3.0,1.0,0.0,698.0,0.46,802.0,0.83,1.0,16.0,3750.0,60.0,22.0,0
1,1,7,1,2,False,4,True,14.2,6.0,3.4,10.0,11.0,7,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732.0,0.32,3562.0,1.0,0.0,54.0,2083.333333,35.0,13.0,0
3,15,29,1,5,True,1,True,15.28,62.0,3.6,7.0,40.0,4,298,4.0,2.0,6.0,5697.0,27.0,0.0,0.0,8239.0,0.68,3128.0,0.72,0.0,42.0,8333.333333,100.0,21.0,0
1,0,0,31,0,False,0,True,8.5,,,,,0,0,,,,,,,,,,,,,6.3,5750.0,40.0,,0
2,14,3,19,1,False,7,True,24.89,15.0,3.3,5.0,11.0,4,198,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6846.0,0.53,6004.0,1.0,0.0,62.0,1833.333333,160.0,7.0,1
1,1,49,40,2,False,2,True,16.5,60.0,2.9,25.0,37.0,18,525,0.0,4.0,23.0,0.0,0.0,0.0,0.0,23197.0,0.78,6120.0,1.0,6.0,60.0,5000.0,40.0,26.0,0
1,1,40,1,2,False,4,True,10.4,32.0,3.6,2.0,26.0,4,15,0.0,1.0,4.0,0.0,19.0,1.0,0.0,120.0,0.09,1180.0,0.62,0.0,16.0,3537.75,170.0,33.0,1
1,1,12,0,1,True,2,True,11.29,103.0,3.5,7.0,19.0,3,103,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4806.0,0.96,136.0,1.0,1.0,30.0,4583.333333,90.0,13.0,1
1,7,15,1,2,False,4,True,35.0,24.0,3.3,4.0,17.0,2,25,2.0,1.0,3.0,0.0,0.0,2.0,0.0,308.0,0.9,28.0,0.66,1.0,10.0,2208.333333,30.0,22.0,0
3,1,14,40,1,True,6,True,15.63,231.0,3.2,12.0,34.0,7,793,0.0,1.0,1.0,0.0,0.0,0.0,0.0,38290.0,0.94,2310.0,1.0,1.0,58.0,6583.333333,110.0,17.0,0
1,1,2,28,2,False,2,True,16.0,165.0,3.2,6.0,15.0,5,375,1.0,3.0,8.0,0.0,0.0,1.0,0.0,13616.0,0.77,4039.0,0.93,1.0,32.0,4500.0,50.0,24.0,0
1,1,3,16,2,False,2,True,13.0,91.0,3.9,11.0,33.0,7,71,3.0,1.0,3.0,57376.0,7.0,0.0,0.0,2335.0,0.62,861.0,0.87,1.0,26.0,5416.666667,50.0,32.0,0
1,7,2,16,1,False,2,True,14.99,93.0,3.9,19.0,41.0,15,647,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25563.0,0.23,84437.0,0.97,1.0,48.0,5583.333333,100.0,21.0,0
1,3,11,30,2,True,2,True,20.0,4.0,3.4,26.0,38.0,16,1523,0.0,4.0,15.0,0.0,0.0,0.0,0.0,69575.0,0.55,55147.0,1.0,3.0,114.0,5000.0,500.0,17.0,1
1,1,28,26,2,True,1,True,22.45,19.0,3.7,18.0,37.0,12,1570,0.0,1.0,9.0,0.0,0.0,0.0,0.0,63685.0,0.77,18565.0,0.94,1.0,56.0,11875.0,480.0,25.0,0
1,1,6,1,2,False,4,True,35.0,17.0,2.6,1.0,19.0,0,0,18.0,0.0,1.0,3638.0,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.0,4.0,2240.0,24.0,12.0,1
1,7,5,19,1,True,2,True,25.99,30.0,3.3,12.0,26.0,9,536,0.0,0.0,2.0,0.0,0.0,0.0,0.0,50627.0,0.83,8506.0,0.96,0.0,60.0,5000.0,70.0,15.0,0
2,1,38,1,1,True,2,True,19.5,95.0,3.4,11.0,29.0,8,273,0.0,0.0,4.0,0.0,0.0,1.0,0.0,8400.0,0.64,4598.0,1.0,1.0,40.0,4833.333333,180.0,18.0,0
1,1,7,0,2,True,4,True,34.95,80.0,3.0,10.0,36.0,5,630,2.0,1.0,5.0,1593.0,0.0,2.0,0.0,14296.0,0.59,9096.0,0.78,0.0,82.0,3000.0,28.0,20.0,1
1,7,7,0,2,True,4,True,31.0,122.0,3.3,15.0,48.0,8,728,1.0,0.0,3.0,849.0,1.0,0.0,0.0,34245.0,0.86,1289.0,0.76,0.0,90.0,3750.0,30.0,18.0,0
1,15,11,15,1,True,1,True,21.48,12.0,3.4,6.0,19.0,3,858,0.0,2.0,3.0,0.0,0.0,0.0,0.0,53286.0,0.99,89.0,1.0,0.0,24.0,9833.333333,60.0,20.0,0
2,13,5,4,1,True,2,True,15.51,12.0,4.1,5.0,18.0,3,256,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8657.0,0.14,20033.0,1.0,1.0,32.0,4166.666667,70.0,21.0,1
1,7,50,29,2,True,2,True,9.2,267.0,3.8,10.0,21.0,4,344,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14378.0,0.41,20622.0,0.95,0.0,78.0,4166.666667,100.0,24.0,0
1,5,2,0,6,False,2,True,11.0,21.0,3.4,4.0,12.0,2,25,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1434.0,0.0,500.0,0.83,1.0,6.0,5416.666667,60.0,19.0,0
1,2,15,0,2,True,6,True,17.85,194.0,3.2,21.0,74.0,14,605,1.0,2.0,15.0,1374.0,0.0,0.0,0.0,18775.0,0.67,8975.0,0.85,0.0,52.0,6908.333333,25.0,32.0,0
1,0,30,17,0,False,0,True,22.0,,2.4,,14.0,3,220,7.0,5.0,31.0,,5.0,0.0,,,,,,,40.0,3500.0,120.02,19.0,0
1,0,19,35,2,True,2,True,19.25,204.0,3.0,19.0,48.0,10,513,0.0,8.0,19.0,0.0,0.0,1.0,0.0,17394.0,0.77,2856.0,0.97,5.0,134.0,5300.0,100.0,21.0,0
1,0,19,17,0,False,0,True,28.0,,0.0,,,0,0,,,0.0,,,,,,,,,,,1820.0,54.0,,1
1,0,0,31,0,True,0,True,13.42,,3.3,,23.0,3,56,0.0,7.0,18.0,,3.0,0.0,,,,,,,44.0,4833.333333,60.0,28.0,1
2,1,44,1,5,False,7,False,30.49,42.0,3.6,10.0,24.0,6,191,0.0,3.0,4.0,0.0,0.0,0.0,0.0,4544.0,0.23,12627.0,0.87,4.0,,1500.0,162.18,12.0,1
1,0,0,21,0,False,0,True,15.0,,2.7,,4.0,2,31,0.0,0.0,21.0,,0.0,0.0,,,,,,,56.0,1375.0,24.0,9.0,0
2,1,22,1,1,True,2,True,30.49,81.0,3.6,7.0,25.0,4,303,2.0,0.0,2.0,1602.0,3.0,0.0,0.0,10975.0,0.84,656.0,0.86,0.0,54.0,4583.333333,200.0,20.0,0
2,1,34,4,1,True,2,True,21.51,81.0,3.3,11.0,28.0,7,321,0.0,0.0,5.0,0.0,0.0,2.0,0.0,11346.0,0.91,1000.0,0.88,1.0,32.0,5000.0,300.0,25.0,0
1,4,14,55,2,False,7,True,25.0,229.0,3.7,6.0,21.0,4,15,2.0,0.0,1.0,22271.0,10.0,0.0,0.0,0.0,0.0,2500.0,0.72,0.0,80.0,1460.416667,60.0,28.0,0
1,3,43,19,2,False,4,True,14.0,5.0,3.7,6.0,7.0,5,176,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1338.0,0.0,14035.0,1.0,0.0,44.0,2083.333333,120.0,15.0,0
1,1,3,29,1,True,6,True,34.35,59.0,3.3,8.0,58.0,4,279,2.0,0.0,1.0,4328.0,8.0,0.0,0.0,3722.0,0.4,5378.0,0.78,0.0,40.0,6408.333333,60.0,16.0,1
1,7,16,6,1,True,1,True,31.99,18.0,3.4,15.0,55.0,6,273,0.0,2.0,13.0,0.0,4.0,0.0,0.0,11678.0,0.89,1422.0,0.88,1.0,36.0,9266.666667,80.0,22.0,0
1,3,17,6,2,True,1,True,8.45,1.0,4.0,7.0,12.0,5,471,0.0,2.0,5.0,0.0,0.0,0.0,0.0,979.0,0.03,29421.0,0.9,0.0,18.0,8750.0,200.0,12.0,0
1,0,10,1,0,True,0,True,29.0,,2.9,,14.0,7,237,1.0,5.0,12.0,,1.0,1.0,,,,,,,50.0,3466.666667,130.0,15.0,0
1,0,19,1,0,True,0,True,24.2,,2.4,,18.0,1,17,13.0,1.0,24.0,,8.0,0.0,,,,,,,18.0,1110.0,40.0,22.0,1
2,7,22,6,1,False,2,True,19.99,56.0,3.4,11.0,27.0,11,330,0.0,3.0,6.0,0.0,0.0,1.0,0.0,7446.0,0.19,30632.0,1.0,2.0,66.0,5000.0,300.0,16.0,0
1,15,46,1,5,False,7,True,31.34,201.0,3.2,7.0,10.0,3,100,0.0,6.0,8.0,0.0,0.0,0.0,0.0,4042.0,0.11,31758.0,1.0,3.0,150.0,1500.0,80.0,21.0,1
1,5,36,55,2,True,4,True,14.0,27.0,3.5,6.0,26.0,1,0,2.0,2.0,11.0,576.0,40.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,56.0,2416.666667,40.0,18.0,0
1,0,11,0,0,False,0,True,14.5,,3.0,,12.0,1,15,0.0,5.0,16.0,,10.0,1.0,,,,,,,46.0,4093.666667,74.0,16.0,1
1,7,5,41,1,True,2,True,10.95,28.0,3.9,8.0,11.0,2,61,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2809.0,0.16,14291.0,1.0,0.0,36.0,5000.0,200.0,9.0,0
1,13,12,13,1,True,6,True,31.77,298.0,3.6,10.0,22.0,4,671,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22453.0,0.95,1356.0,0.95,3.0,50.0,7487.166667,80.0,24.0,1
1,1,2,1,5,False,4,True,31.99,82.0,3.5,20.0,44.0,19,987,0.0,4.0,11.0,0.0,0.0,0.0,0.0,25437.0,0.73,6379.0,0.97,0.0,104.0,3333.333333,80.0,32.0,1
1,1,2,9,2,True,2,True,30.0,12.0,3.4,13.0,19.0,10,923,0.0,9.0,15.0,0.0,0.0,0.0,0.0,116686.0,0.46,21314.0,1.0,3.0,50.0,6083.333333,250.0,16.0,0
1,0,11,10,2,True,4,True,14.99,24.0,3.9,14.0,48.0,14,281,0.0,1.0,3.0,0.0,1.0,0.0,0.0,7770.0,0.64,4269.0,0.89,2.0,64.0,3166.666667,30.0,19.0,1
1,1,2,1,2,False,2,True,25.75,96.0,3.2,11.0,25.0,3,108,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3544.0,0.57,849.0,0.91,0.0,28.0,5791.666667,120.0,15.0,0
1,0,0,1,0,False,0,True,29.0,,2.7,,34.0,0,0,15.0,2.0,4.0,,64.0,1.0,,,,,,,24.0,1457.583333,60.0,16.0,0
3,18,20,1,2,True,6,True,9.58,42.0,3.9,14.0,36.0,8,762,0.0,1.0,2.0,0.0,0.0,0.0,0.0,25465.0,0.6,16097.0,1.0,0.0,98.0,6356.5,62.0,41.0,0
1,0,3,53,2,True,7,False,7.0,89.0,4.3,10.0,22.0,6,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3055.0,0.07,38445.0,1.0,0.0,2002.0,0.083333,30.0,18.0,0
1,0,0,31,0,False,0,True,22.0,,,,,0,0,,,,,,,,,,,,,4.66,4916.666667,60.0,,1
1,0,43,11,0,False,0,True,23.0,,2.8,,62.0,13,983,0.0,19.0,43.0,,0.0,0.0,,,,,,,138.0,3359.166667,140.0,24.0,1
1,0,19,15,2,True,0,True,7.74,246.0,3.9,19.0,44.0,16,487,0.0,1.0,4.0,0.0,0.0,0.0,0.0,20692.0,0.16,101158.0,1.0,1.0,12.0,15416.66667,50.0,27.0,0
1,0,7,0,0,True,0,True,19.95,,2.7,,35.0,5,140,0.0,1.0,3.0,,4.0,1.0,,,,,,,12.0,4634.75,60.0,21.0,0
1,0,0,10,2,True,6,True,21.0,44.0,3.4,13.0,24.0,8,295,1.0,8.0,21.0,1329.0,0.0,0.0,0.0,153.0,0.01,8047.0,0.75,0.0,44.0,8083.333333,500.0,12.0,1
1,0,8,0,2,True,1,True,19.0,53.0,3.1,2.0,36.0,4,71,6.0,5.0,6.0,0.0,11.0,1.0,1.0,378.0,1.26,0.0,0.83,1.0,24.0,10666.66667,106.0,21.0,1
1,1,14,41,1,True,6,True,8.25,60.0,4.3,7.0,33.0,5,187,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32200.0,1.0,0.0,12.0,7208.333333,170.0,15.0,0
1,1,17,7,1,True,7,False,25.11,12.0,3.9,4.0,17.0,6,146,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2814.0,0.25,6000.0,0.94,2.0,,1291.666667,80.0,24.0,1
1,14,5,7,1,False,4,True,31.77,177.0,3.3,4.0,8.0,2,37,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1206.0,0.0,3000.0,1.0,2.0,36.0,3500.0,80.0,16.0,1
1,0,19,17,0,False,0,True,24.5,,2.6,,41.0,0,0,9.0,2.0,11.0,,11.0,0.0,,,,,,,30.0,2110.0,50.0,15.0,1
1,0,0,10,2,False,6,True,20.0,7.0,2.7,12.0,23.0,9,403,2.0,6.0,15.0,2574.0,5.0,1.0,0.0,11933.0,0.92,686.0,0.63,1.0,26.0,7500.0,60.0,21.0,0
2,16,13,23,1,True,6,True,9.61,62.0,3.9,8.0,28.0,5,370,0.0,1.0,3.0,0.0,0.0,0.0,0.0,20438.0,0.62,12072.0,1.0,0.0,16.0,6950.0,100.0,30.0,0
1,0,19,1,2,True,4,True,16.0,445.0,3.2,18.0,37.0,10,63,0.0,2.0,8.0,0.0,54.0,0.0,0.0,874.0,0.0,3500.0,0.68,5.0,66.0,2083.333333,50.0,42.0,1
1,1,2,16,2,True,6,True,16.3,143.0,3.6,13.0,31.0,8,587,0.0,2.0,9.0,0.0,0.0,0.0,0.0,22623.0,0.95,1134.0,0.74,0.0,54.0,6250.0,340.0,29.0,1
1,5,31,7,4,False,7,False,35.0,61.0,3.1,4.0,7.0,2,83,0.0,1.0,4.0,0.0,0.0,0.0,0.0,2010.0,0.62,1217.0,1.0,0.0,,1166.666667,30.0,12.0,0
1,1,18,2,2,False,4,True,32.0,1.0,3.2,5.0,10.0,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,52.0,2760.0,40.0,17.0,1
1,0,10,37,0,False,0,True,24.95,,2.3,,9.0,3,90,3.0,15.0,17.0,,10.0,0.0,,,,,,,12.0,2916.666667,40.0,15.0,0
1,7,17,1,1,True,2,True,34.35,72.0,3.4,13.0,28.0,9,338,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8250.0,0.84,688.0,1.0,1.0,58.0,4333.333333,100.0,21.0,1
1,0,2,29,2,False,2,True,29.0,70.0,2.9,28.0,42.0,17,521,0.0,3.0,14.0,0.0,0.0,0.0,0.0,18928.0,0.44,18257.0,0.82,2.0,54.0,5250.0,100.0,19.0,0
1,5,40,12,2,False,4,True,30.0,24.0,2.6,3.0,30.0,2,127,27.0,5.0,14.0,9657.0,0.0,0.0,0.0,968.0,0.78,319.0,0.06,1.0,32.0,2875.0,26.5,12.0,1
1,1,24,9,2,True,2,True,15.39,168.0,3.5,7.0,24.0,5,185,0.0,1.0,2.0,0.0,1.0,2.0,0.0,6776.0,0.9,724.0,0.85,0.0,38.0,4478.916667,210.0,27.0,0
1,0,0,31,0,False,0,True,7.0,,,,,0,0,,,,,,,,,,,,,7.396,5416.666667,120.02,,0
1,1,8,1,1,True,4,True,24.92,49.0,3.5,7.0,39.0,3,88,0.0,2.0,2.0,0.0,14.0,1.0,0.0,2938.0,0.83,562.0,0.79,0.0,36.0,3583.333333,96.0,14.0,0
1,0,5,1,0,False,0,True,26.0,,3.0,,26.0,8,210,0.0,4.0,11.0,,0.0,0.0,,,,,,,100.0,5166.666667,200.0,13.0,1
1,0,0,12,2,False,4,True,29.0,59.0,2.6,2.0,2.0,1,15,0.0,6.0,14.0,0.0,0.0,0.0,0.0,301.0,0.6,199.0,1.0,1.0,18.0,2500.0,100.0,8.0,0
1,1,19,41,1,True,2,True,31.77,68.0,3.3,11.0,21.0,8,1150,0.0,1.0,3.0,0.0,0.0,0.0,0.0,39481.0,0.97,1409.0,0.94,0.0,80.0,5000.0,80.0,22.0,1
1,0,0,31,0,False,0,True,17.7,,,,,0,0,,,,,,,,,,,,,10.998,2916.666667,28.0,,0
1,0,15,10,2,True,2,True,17.49,13.0,3.3,5.0,29.0,0,0,4.0,4.0,11.0,7888.0,21.0,0.0,0.0,0.0,0.0,0.0,0.82,1.0,66.0,5870.916667,300.0,20.0,1
1,1,6,16,1,True,2,True,31.99,134.0,3.3,16.0,21.0,7,219,0.0,3.0,7.0,0.0,1.0,1.0,0.0,4115.0,0.49,2069.0,0.73,0.0,50.0,4416.666667,140.0,22.0,1
